gene	gene_id	lof.oe_ci.upper	is_constrained
ALPK2	ENSG00000198796	0.862	FALSE
ALPK3	ENSG00000136383	0.874	FALSE
ALPL	ENSG00000162551	0.987	FALSE
ALPP	ENSG00000163283	1.117	FALSE
ALS2	ENSG00000003393	0.649	FALSE
ALS2CL	ENSG00000178038	1.08	FALSE
ALX1	ENSG00000180318	0.838	FALSE
ALX3	ENSG00000156150	1.051	FALSE
ALX4	ENSG00000052850	0.902	FALSE
ALYREF	ENSG00000183684	0.235	TRUE
AMACR	ENSG00000242110	1.239	FALSE
AMBN	ENSG00000178522	1.345	FALSE
AMBP	ENSG00000106927	1.017	FALSE
AMBRA1	ENSG00000110497	0.491	FALSE
AMD1	ENSG00000123505	0.442	FALSE
AMDHD1	ENSG00000139344	1.381	FALSE
AMDHD2	ENSG00000162066	0.868	FALSE
AMER2	ENSG00000165566	0.655	FALSE
AMER3	ENSG00000178171	NA	NA
AMFR	ENSG00000159461	0.633	FALSE
AMH	ENSG00000104899	1.954	FALSE
AMHR2	ENSG00000135409	0.784	FALSE
AMIGO1	ENSG00000181754	0.099	TRUE
AMIGO2	ENSG00000139211	0.97	FALSE
AMIGO3	ENSG00000176020	1.844	FALSE
AMMECR1L	ENSG00000144233	0.257	TRUE
AMN	ENSG00000166126	1.446	FALSE
AMN1	ENSG00000151743	0.838	FALSE
AMOTL1	ENSG00000166025	0.581	FALSE
AMOTL2	ENSG00000114019	0.574	FALSE
AMPD1	ENSG00000116748	1.036	FALSE
AMPD2	ENSG00000116337	0.705	FALSE
AMPD3	ENSG00000133805	0.817	FALSE
AMPH	ENSG00000078053	0.697	FALSE
AMT	ENSG00000145020	0.805	FALSE
AMTN	ENSG00000187689	1.656	FALSE
AMY1A	ENSG00000237763	1.903	FALSE
AMY1C	ENSG00000187733	0.564	FALSE
AMY2A	ENSG00000243480	0.848	FALSE
AMY2B	ENSG00000240038	1.395	FALSE
AMZ1	ENSG00000174945	1.88	FALSE
AMZ2	ENSG00000196704	1.004	FALSE
ANAPC1	ENSG00000153107	0.273	TRUE
ANAPC10	ENSG00000164162	0.863	FALSE
ANAPC11	ENSG00000141552	0.785	FALSE
ANAPC13	ENSG00000129055	1.596	FALSE
ANAPC15	ENSG00000110200	0.939	FALSE
ANAPC16	ENSG00000166295	0.847	FALSE
ANAPC2	ENSG00000176248	0.482	FALSE
ANAPC4	ENSG00000053900	0.757	FALSE
ANAPC5	ENSG00000089053	0.889	FALSE
ANAPC7	ENSG00000196510	0.478	FALSE
ANG	ENSG00000214274	1.697	FALSE
ANGEL1	ENSG00000013523	0.98	FALSE
ANGEL2	ENSG00000174606	0.788	FALSE
ANGPT1	ENSG00000154188	0.414	FALSE
ANGPT2	ENSG00000091879	0.606	FALSE
ANGPT4	ENSG00000101280	1.189	FALSE
ANGPTL1	ENSG00000116194	0.981	FALSE
ANGPTL2	ENSG00000136859	0.643	FALSE
ANGPTL3	ENSG00000132855	1.209	FALSE
ANGPTL4	ENSG00000167772	1.481	FALSE
ANGPTL5	ENSG00000187151	1.158	FALSE
ANGPTL6	ENSG00000130812	1.338	FALSE
ANGPTL7	ENSG00000171819	1.231	FALSE
ANGPTL8	ENSG00000130173	1.749	FALSE
ANHX	ENSG00000227059	0.776	FALSE
ANK1	ENSG00000029534	0.299	TRUE
ANK2	ENSG00000145362	0.271	TRUE
ANK3	ENSG00000151150	0.16	TRUE
ANKAR	ENSG00000151687	1.07	FALSE
ANKDD1A	ENSG00000166839	1.137	FALSE
ANKDD1B	ENSG00000189045	1.173	FALSE
ANKEF1	ENSG00000132623	0.77	FALSE
ANKFN1	ENSG00000153930	0.741	FALSE
ANKFY1	ENSG00000185722	0.463	FALSE
ANKH	ENSG00000154122	0.463	FALSE
ANKHD1	ENSG00000131503	0.178	TRUE
ANKHD1-EIF4EBP3	ENSG00000254996	0.204	TRUE
ANKIB1	ENSG00000001629	0.533	FALSE
ANKK1	ENSG00000170209	1.382	FALSE
ANKLE1	ENSG00000160117	1.368	FALSE
ANKLE2	ENSG00000176915	0.825	FALSE
ANKMY1	ENSG00000144504	1.141	FALSE
ANKMY2	ENSG00000106524	0.913	FALSE
ANKRA2	ENSG00000164331	1.358	FALSE
ANKRD1	ENSG00000148677	1.038	FALSE
ANKRD10	ENSG00000088448	1.035	FALSE
ANKRD11	ENSG00000167522	0.132	TRUE
ANKRD12	ENSG00000101745	0.583	FALSE
ANKRD13A	ENSG00000076513	0.72	FALSE
ANKRD13B	ENSG00000198720	0.672	FALSE
ANKRD13C	ENSG00000118454	0.449	FALSE
ANKRD13D	ENSG00000172932	0.552	FALSE
ANKRD16	ENSG00000134461	1.356	FALSE
ANKRD17	ENSG00000132466	0.118	TRUE
ANKRD18A	ENSG00000180071	0.872	FALSE
ANKRD18B	ENSG00000230453	0.89	FALSE
ANKRD2	ENSG00000165887	1.426	FALSE
ANKRD20A1	ENSG00000260691	0.512	FALSE
ANKRD20A2P	ENSG00000183148	1.421	FALSE
ANKRD20A3P	ENSG00000276203	1.759	FALSE
ANKRD20A4P	ENSG00000172014	0.199	TRUE
ANKRD22	ENSG00000152766	1.513	FALSE
ANKRD23	ENSG00000163126	1.671	FALSE
ANKRD24	ENSG00000089847	1.255	FALSE
ANKRD26	ENSG00000107890	0.728	FALSE
ANKRD27	ENSG00000105186	0.965	FALSE
ANKRD28	ENSG00000206560	0.455	FALSE
ANKRD29	ENSG00000154065	1.187	FALSE
ANKRD30A	ENSG00000148513	1.295	FALSE
ANKRD30B	ENSG00000180777	0.981	FALSE
ANKRD30BL	ENSG00000163046	1.929	FALSE
ANKRD31	ENSG00000145700	0.844	FALSE
ANKRD33	ENSG00000167612	1.351	FALSE
ANKRD33B	ENSG00000164236	0.682	FALSE
ANKRD34A	ENSG00000272031	0.468	FALSE
ANKRD34B	ENSG00000189127	NA	NA
ANKRD34C	ENSG00000235711	1.761	FALSE
ANKRD35	ENSG00000198483	1.071	FALSE
ANKRD36	ENSG00000135976	1.132	FALSE
ANKRD36B	ENSG00000196912	0.569	FALSE
ANKRD36C	ENSG00000174501	0.34	TRUE
ANKRD37	ENSG00000186352	1.265	FALSE
ANKRD39	ENSG00000213337	1.375	FALSE
ANKRD40	ENSG00000154945	0.936	FALSE
ANKRD42	ENSG00000137494	1.08	FALSE
ANKRD44	ENSG00000065413	0.365	TRUE
ANKRD45	ENSG00000183831	1.119	FALSE
ANKRD46	ENSG00000186106	0.965	FALSE
ANKRD49	ENSG00000168876	1.221	FALSE
ANKRD50	ENSG00000151458	0.439	FALSE
ANKRD52	ENSG00000139645	0.122	TRUE
ANKRD53	ENSG00000144031	1.379	FALSE
ANKRD54	ENSG00000100124	1.126	FALSE
ANKRD55	ENSG00000164512	0.843	FALSE
ANKRD6	ENSG00000135299	0.869	FALSE
ANKRD60	ENSG00000124227	1.607	FALSE
ANKRD61	ENSG00000157999	1.498	FALSE
ANKRD62	ENSG00000181626	0.942	FALSE
ANKRD63	ENSG00000230778	1.835	FALSE
ANKRD65	ENSG00000235098	1.968	FALSE
ANKRD66	ENSG00000230062	1.579	FALSE
ANKRD7	ENSG00000106013	1.219	FALSE
ANKRD9	ENSG00000156381	1.966	FALSE
ANKS1A	ENSG00000064999	0.549	FALSE
ANKS1B	ENSG00000185046	0.298	TRUE
ANKS3	ENSG00000168096	1.102	FALSE
ANKS4B	ENSG00000175311	1.325	FALSE
ANKS6	ENSG00000165138	0.869	FALSE
ANKUB1	ENSG00000206199	1.083	FALSE
ANKZF1	ENSG00000163516	1.125	FALSE
ANLN	ENSG00000011426	0.537	FALSE
ANO1	ENSG00000131620	0.618	FALSE
ANO10	ENSG00000160746	1.24	FALSE
ANO2	ENSG00000047617	1.022	FALSE
ANO3	ENSG00000134343	0.911	FALSE
ANO4	ENSG00000151572	0.576	FALSE
ANO5	ENSG00000171714	1.034	FALSE
ANO6	ENSG00000177119	1.02	FALSE
ANO7	ENSG00000146205	1.159	FALSE
ANO8	ENSG00000074855	0.795	FALSE
ANO9	ENSG00000185101	1.022	FALSE
ANP32A	ENSG00000140350	0.143	TRUE
ANP32B	ENSG00000136938	0.364	TRUE
ANP32D	ENSG00000139223	1.433	FALSE
ANP32E	ENSG00000143401	0.762	FALSE
ANPEP	ENSG00000166825	0.705	FALSE
ANTKMT	ENSG00000103254	1.948	FALSE
ANTXR1	ENSG00000169604	0.346	TRUE
ANTXR2	ENSG00000163297	0.981	FALSE
ANTXRL	ENSG00000274209	1.004	FALSE
ANXA1	ENSG00000135046	1.182	FALSE
ANXA10	ENSG00000109511	1.146	FALSE
ANXA11	ENSG00000122359	1.086	FALSE
ANXA13	ENSG00000104537	0.96	FALSE
ANXA2	ENSG00000182718	0.985	FALSE
ANXA2R	ENSG00000177721	NA	NA
ANXA3	ENSG00000138772	1.244	FALSE
ANXA4	ENSG00000196975	1.077	FALSE
ANXA5	ENSG00000164111	1.465	FALSE
ANXA6	ENSG00000197043	0.872	FALSE
ANXA7	ENSG00000138279	1.055	FALSE
ANXA8	ENSG00000265190	0.726	FALSE
ANXA8L1	ENSG00000264230	1.812	FALSE
ANXA9	ENSG00000143412	1.091	FALSE
AOAH	ENSG00000136250	0.876	FALSE
AOC1	ENSG00000002726	1.253	FALSE
AOC2	ENSG00000131480	1.292	FALSE
AOC3	ENSG00000131471	1.056	FALSE
AOPEP	ENSG00000148120	0.979	FALSE
AOX1	ENSG00000138356	1.009	FALSE
AP1AR	ENSG00000138660	1.048	FALSE
AP1B1	ENSG00000100280	0.476	FALSE
AP1G1	ENSG00000166747	0.113	TRUE
AP1G2	ENSG00000213983	1.004	FALSE
AP1M1	ENSG00000072958	0.474	FALSE
AP1M2	ENSG00000129354	1.073	FALSE
AP1S1	ENSG00000106367	1.078	FALSE
AP1S3	ENSG00000152056	0.817	FALSE
AP2A1	ENSG00000196961	0.331	TRUE
AP2A2	ENSG00000183020	0.437	FALSE
AP2B1	ENSG00000006125	0.275	TRUE
AP2M1	ENSG00000161203	0.182	TRUE
AP2S1	ENSG00000042753	0.478	FALSE
AP3B1	ENSG00000132842	0.59	FALSE
AP3B2	ENSG00000103723	0.52	FALSE
AP3D1	ENSG00000065000	0.443	FALSE
AP3M1	ENSG00000185009	0.823	FALSE
AP3M2	ENSG00000070718	0.858	FALSE
AP3S1	ENSG00000177879	1.433	FALSE
AP3S2	ENSG00000157823	1.304	FALSE
AP4B1	ENSG00000134262	0.777	FALSE
AP4E1	ENSG00000081014	0.576	FALSE
AP4M1	ENSG00000221838	1.106	FALSE
AP4S1	ENSG00000100478	1.675	FALSE
AP5B1	ENSG00000254470	1.424	FALSE
AP5M1	ENSG00000053770	1.061	FALSE
AP5S1	ENSG00000125843	1.528	FALSE
AP5Z1	ENSG00000242802	1.641	FALSE
APAF1	ENSG00000120868	0.664	FALSE
APBA1	ENSG00000107282	0.978	FALSE
APBA2	ENSG00000034053	0.524	FALSE
APBA3	ENSG00000011132	1.237	FALSE
APBB1	ENSG00000166313	0.401	FALSE
APBB1IP	ENSG00000077420	0.585	FALSE
APBB2	ENSG00000163697	0.54	FALSE
APBB3	ENSG00000113108	0.973	FALSE
APC	ENSG00000134982	0.321	TRUE
APC2	ENSG00000115266	0.961	FALSE
APCDD1	ENSG00000154856	0.586	FALSE
APCDD1L	ENSG00000198768	1.86	FALSE
APCS	ENSG00000132703	1.826	FALSE
APEH	ENSG00000164062	0.87	FALSE
APEX1	ENSG00000100823	1.225	FALSE
APH1A	ENSG00000117362	0.806	FALSE
APH1B	ENSG00000138613	1.327	FALSE
API5	ENSG00000166181	0.211	TRUE
APIP	ENSG00000149089	1.423	FALSE
APLF	ENSG00000169621	1.451	FALSE
APLNR	ENSG00000134817	0.81	FALSE
APLP1	ENSG00000105290	0.713	FALSE
APLP2	ENSG00000084234	0.723	FALSE
APMAP	ENSG00000101474	1.14	FALSE
APOA1	ENSG00000118137	1.168	FALSE
APOA2	ENSG00000158874	1.012	FALSE
APOA4	ENSG00000110244	0.985	FALSE
APOA5	ENSG00000110243	1.146	FALSE
APOB	ENSG00000084674	0.537	FALSE
APOBEC1	ENSG00000111701	1.086	FALSE
APOBEC2	ENSG00000124701	1.085	FALSE
APOBEC3A	ENSG00000128383	0.9	FALSE
APOBEC3B	ENSG00000179750	0.854	FALSE
APOBEC3C	ENSG00000244509	1.056	FALSE
APOBEC3D	ENSG00000243811	1.029	FALSE
APOBEC3F	ENSG00000128394	1.014	FALSE
APOBEC3G	ENSG00000239713	1.103	FALSE
APOBEC3H	ENSG00000100298	0.651	FALSE
APOBEC4	ENSG00000173627	1.412	FALSE
APOBR	ENSG00000184730	0.99	FALSE
APOC1	ENSG00000130208	1.483	FALSE
APOC2	ENSG00000234906	1.054	FALSE
APOC3	ENSG00000110245	1.68	FALSE
APOC4	ENSG00000267467	1.817	FALSE
APOC4-APOC2	ENSG00000224916	1.105	FALSE
APOD	ENSG00000189058	1.436	FALSE
APOE	ENSG00000130203	1.319	FALSE
APOF	ENSG00000175336	1.885	FALSE
APOH	ENSG00000091583	1.542	FALSE
APOL1	ENSG00000100342	1.68	FALSE
APOL2	ENSG00000128335	1.704	FALSE
APOL3	ENSG00000128284	1.748	FALSE
APOL4	ENSG00000100336	1.863	FALSE
APOL5	ENSG00000128313	1.093	FALSE
APOL6	ENSG00000221963	1.656	FALSE
APOLD1	ENSG00000178878	1.959	FALSE
APOM	ENSG00000204444	1.437	FALSE
APP	ENSG00000142192	0.41	FALSE
APPBP2	ENSG00000062725	0.34	TRUE
APPL1	ENSG00000157500	0.524	FALSE
APPL2	ENSG00000136044	1.075	FALSE
APRT	ENSG00000198931	1.789	FALSE
APTX	ENSG00000137074	0.973	FALSE
AQP1	ENSG00000240583	0.915	FALSE
AQP10	ENSG00000143595	0.991	FALSE
AQP11	ENSG00000178301	1.743	FALSE
AQP12A	ENSG00000184945	1.828	FALSE
AQP12B	ENSG00000185176	1.875	FALSE
AQP2	ENSG00000167580	1.375	FALSE
AQP3	ENSG00000165272	0.838	FALSE
AQP4	ENSG00000171885	0.903	FALSE
AQP5	ENSG00000161798	1.316	FALSE
AQP6	ENSG00000086159	1.396	FALSE
AQP7	ENSG00000165269	1.24	FALSE
AQP8	ENSG00000103375	0.819	FALSE
AQP9	ENSG00000103569	1.16	FALSE
AQR	ENSG00000021776	0.413	FALSE
ARAP1	ENSG00000186635	0.572	FALSE
ARAP2	ENSG00000047365	0.884	FALSE
ARAP3	ENSG00000120318	0.598	FALSE
ARC	ENSG00000198576	1.393	FALSE
ARCN1	ENSG00000095139	0.145	TRUE
AREG	ENSG00000109321	0.823	FALSE
AREL1	ENSG00000119682	0.739	FALSE
ARF1	ENSG00000143761	0.247	TRUE
ARF3	ENSG00000134287	0.485	FALSE
ARF4	ENSG00000168374	0.418	FALSE
ARF5	ENSG00000004059	0.685	FALSE
ARF6	ENSG00000165527	0.251	TRUE
ARFGAP1	ENSG00000101199	0.632	FALSE
ARFGAP2	ENSG00000149182	0.8	FALSE
ARFGAP3	ENSG00000242247	1.116	FALSE
ARFGEF1	ENSG00000066777	0.236	TRUE
ARFGEF2	ENSG00000124198	0.391	TRUE
ARFGEF3	ENSG00000112379	0.588	FALSE
ARFIP1	ENSG00000164144	0.869	FALSE
ARFIP2	ENSG00000132254	0.543	FALSE
ARFRP1	ENSG00000101246	0.935	FALSE
ARG1	ENSG00000118520	0.833	FALSE
ARG2	ENSG00000081181	0.78	FALSE
ARGFX	ENSG00000186103	1.843	FALSE
ARGLU1	ENSG00000134884	0.396	TRUE
ARHGAP1	ENSG00000175220	0.601	FALSE
ARHGAP10	ENSG00000071205	0.894	FALSE
ARHGAP11A	ENSG00000198826	0.8	FALSE
ARHGAP11A-SCG5	ENSG00000288864	0.81	FALSE
ARHGAP11B	ENSG00000285077	0.842	FALSE
ARHGAP12	ENSG00000165322	0.681	FALSE
ARHGAP15	ENSG00000075884	1.134	FALSE
ARHGAP17	ENSG00000140750	0.753	FALSE
ARHGAP18	ENSG00000146376	0.931	FALSE
ARHGAP19	ENSG00000213390	1.023	FALSE
ARHGAP19-SLIT1	ENSG00000269891	NA	NA
ARHGAP20	ENSG00000137727	0.613	FALSE
ARHGAP21	ENSG00000107863	0.261	TRUE
ARHGAP22	ENSG00000128805	1.141	FALSE
ARHGAP23	ENSG00000275832	0.414	FALSE
ARHGAP24	ENSG00000138639	0.797	FALSE
ARHGAP25	ENSG00000163219	0.627	FALSE
ARHGAP26	ENSG00000145819	0.493	FALSE
ARHGAP27	ENSG00000159314	0.709	FALSE
ARHGAP28	ENSG00000088756	0.796	FALSE
ARHGAP29	ENSG00000137962	0.448	FALSE
ARHGAP30	ENSG00000186517	0.429	FALSE
ARHGAP31	ENSG00000031081	0.38	TRUE
ARHGAP32	ENSG00000134909	0.349	TRUE
ARHGAP33	ENSG00000004777	0.59	FALSE
ARHGAP35	ENSG00000160007	0.204	TRUE
ARHGAP39	ENSG00000147799	0.658	FALSE
ARHGAP40	ENSG00000124143	0.718	FALSE
ARHGAP42	ENSG00000165895	0.666	FALSE
ARHGAP44	ENSG00000006740	0.605	FALSE
ARHGAP45	ENSG00000180448	0.75	FALSE
ARHGAP5	ENSG00000100852	0.295	TRUE
ARHGAP8	ENSG00000241484	1.648	FALSE
ARHGAP9	ENSG00000123329	1.023	FALSE
ARHGDIA	ENSG00000141522	0.606	FALSE
ARHGDIB	ENSG00000111348	0.881	FALSE
ARHGDIG	ENSG00000242173	1.297	FALSE
ARHGEF1	ENSG00000076928	0.459	FALSE
ARHGEF10	ENSG00000104728	1.062	FALSE
ARHGEF10L	ENSG00000074964	0.654	FALSE
ARHGEF11	ENSG00000132694	0.336	TRUE
ARHGEF12	ENSG00000196914	0.369	TRUE
ARHGEF15	ENSG00000198844	0.917	FALSE
ARHGEF16	ENSG00000130762	1.018	FALSE
ARHGEF17	ENSG00000110237	0.57	FALSE
ARHGEF18	ENSG00000104880	0.811	FALSE
ARHGEF19	ENSG00000142632	1.327	FALSE
ARHGEF2	ENSG00000116584	0.259	TRUE
ARHGEF25	ENSG00000240771	0.762	FALSE
ARHGEF26	ENSG00000114790	0.861	FALSE
ARHGEF28	ENSG00000214944	0.895	FALSE
ARHGEF3	ENSG00000163947	0.591	FALSE
ARHGEF33	ENSG00000214694	0.947	FALSE
ARHGEF35	ENSG00000213214	1.886	FALSE
ARHGEF37	ENSG00000183111	0.962	FALSE
ARHGEF38	ENSG00000236699	1.21	FALSE
ARHGEF39	ENSG00000137135	1.264	FALSE
ARHGEF4	ENSG00000136002	0.884	FALSE
ARHGEF40	ENSG00000165801	0.722	FALSE
ARHGEF5	ENSG00000050327	0.414	FALSE
ARHGEF7	ENSG00000102606	0.53	FALSE
ARID1A	ENSG00000117713	0.141	TRUE
ARID1B	ENSG00000049618	0.205	TRUE
ARID2	ENSG00000189079	0.224	TRUE
ARID3A	ENSG00000116017	0.442	FALSE
ARID3B	ENSG00000179361	0.332	TRUE
ARID3C	ENSG00000205143	1.716	FALSE
ARID4A	ENSG00000032219	0.339	TRUE
ARID4B	ENSG00000054267	0.176	TRUE
ARID5A	ENSG00000196843	0.802	FALSE
ARID5B	ENSG00000150347	0.211	TRUE
ARIH1	ENSG00000166233	0.302	TRUE
ARIH2	ENSG00000177479	0.242	TRUE
ARL1	ENSG00000120805	0.906	FALSE
ARL10	ENSG00000175414	1.521	FALSE
ARL11	ENSG00000152213	1.844	FALSE
ARL13B	ENSG00000169379	0.894	FALSE
ARL14	ENSG00000179674	1.682	FALSE
ARL14EP	ENSG00000152219	0.823	FALSE
ARL14EPL	ENSG00000268223	1.402	FALSE
ARL15	ENSG00000185305	1.304	FALSE
ARL16	ENSG00000214087	1.929	FALSE
ARL2	ENSG00000213465	0.935	FALSE
ARL2-SNX15	ENSG00000273003	NA	NA
ARL2BP	ENSG00000102931	1.03	FALSE
ARL3	ENSG00000138175	0.557	FALSE
ARL4A	ENSG00000122644	0.77	FALSE
ARL4C	ENSG00000188042	0.796	FALSE
ARL4D	ENSG00000175906	1.8	FALSE
ARL5A	ENSG00000162980	0.926	FALSE
ARL5B	ENSG00000165997	0.572	FALSE
ARL5C	ENSG00000141748	1.386	FALSE
ARL6	ENSG00000113966	0.956	FALSE
ARL6IP1	ENSG00000170540	0.682	FALSE
ARL6IP4	ENSG00000182196	1.277	FALSE
ARL6IP5	ENSG00000144746	0.856	FALSE
ARL6IP6	ENSG00000177917	1.43	FALSE
ARL8A	ENSG00000143862	0.58	FALSE
ARL8B	ENSG00000134108	0.698	FALSE
ARL9	ENSG00000196503	0.968	FALSE
ARMC1	ENSG00000104442	0.885	FALSE
ARMC10	ENSG00000170632	1.341	FALSE
ARMC12	ENSG00000157343	0.88	FALSE
ARMC2	ENSG00000118690	0.936	FALSE
ARMC3	ENSG00000165309	0.91	FALSE
ARMC5	ENSG00000140691	0.772	FALSE
ARMC6	ENSG00000105676	1.112	FALSE
ARMC7	ENSG00000125449	1.005	FALSE
ARMC8	ENSG00000114098	0.317	TRUE
ARMC9	ENSG00000135931	0.975	FALSE
ARMH1	ENSG00000198520	0.934	FALSE
ARMH2	ENSG00000260286	1.156	FALSE
ARMH3	ENSG00000120029	0.765	FALSE
ARMH4	ENSG00000139971	0.953	FALSE
ARMS2	ENSG00000254636	1.815	FALSE
ARMT1	ENSG00000146476	1.083	FALSE
ARNT	ENSG00000143437	0.387	TRUE
ARNT2	ENSG00000172379	0.498	FALSE
ARNTL	ENSG00000133794	0.25	TRUE
ARNTL2	ENSG00000029153	0.831	FALSE
ARPC1A	ENSG00000241685	0.31	TRUE
ARPC1B	ENSG00000130429	0.876	FALSE
ARPC2	ENSG00000163466	0.319	TRUE
ARPC3	ENSG00000111229	0.678	FALSE
ARPC4	ENSG00000241553	0.362	TRUE
ARPC4-TTLL3	ENSG00000250151	0.966	FALSE
ARPC5	ENSG00000162704	0.725	FALSE
ARPC5L	ENSG00000136950	0.608	FALSE
ARPIN	ENSG00000242498	1.294	FALSE
ARPIN-AP3S2	ENSG00000250021	1.174	FALSE
ARPP19	ENSG00000128989	1.746	FALSE
ARPP21	ENSG00000172995	0.711	FALSE
ARRB1	ENSG00000137486	0.611	FALSE
ARRB2	ENSG00000141480	0.562	FALSE
ARRDC1	ENSG00000197070	1.191	FALSE
ARRDC2	ENSG00000105643	1.297	FALSE
ARRDC3	ENSG00000113369	0.325	TRUE
ARRDC4	ENSG00000140450	1.309	FALSE
ARRDC5	ENSG00000205784	1.342	FALSE
ARSA	ENSG00000100299	1.166	FALSE
ARSB	ENSG00000113273	1.032	FALSE
ARSG	ENSG00000141337	0.996	FALSE
ARSI	ENSG00000183876	1.403	FALSE
ARSJ	ENSG00000180801	0.951	FALSE
ARSK	ENSG00000164291	0.954	FALSE
ART1	ENSG00000129744	1.476	FALSE
ART3	ENSG00000156219	1.377	FALSE
ART4	ENSG00000111339	0.895	FALSE
ART5	ENSG00000167311	1.332	FALSE
ARTN	ENSG00000117407	1.206	FALSE
ARV1	ENSG00000173409	1.131	FALSE
ARVCF	ENSG00000099889	1.032	FALSE
AS3MT	ENSG00000214435	1.26	FALSE
ASAH1	ENSG00000104763	1.435	FALSE
ASAH2	ENSG00000188611	0.838	FALSE
ASAH2B	ENSG00000204147	NA	NA
ASAP1	ENSG00000153317	0.439	FALSE
ASAP2	ENSG00000151693	0.465	FALSE
ASAP3	ENSG00000088280	0.864	FALSE
ASB1	ENSG00000065802	0.951	FALSE
ASB10	ENSG00000146926	1.634	FALSE
ASB13	ENSG00000196372	1.686	FALSE
ASB14	ENSG00000239388	1.35	FALSE
ASB15	ENSG00000146809	1.186	FALSE
ASB16	ENSG00000161664	1.675	FALSE
ASB17	ENSG00000154007	1.363	FALSE
ASB18	ENSG00000182177	1.764	FALSE
ASB2	ENSG00000100628	1.243	FALSE
ASB3	ENSG00000115239	0.998	FALSE
ASB4	ENSG00000005981	1.226	FALSE
ASB5	ENSG00000164122	1.317	FALSE
ASB6	ENSG00000148331	1.225	FALSE
ASB7	ENSG00000183475	0.277	TRUE
ASB8	ENSG00000177981	1.004	FALSE
ASCC1	ENSG00000138303	1.002	FALSE
ASCC2	ENSG00000100325	0.593	FALSE
ASCC3	ENSG00000112249	0.677	FALSE
ASCL1	ENSG00000139352	0.51	FALSE
ASCL2	ENSG00000183734	1.962	FALSE
ASCL3	ENSG00000176009	1.504	FALSE
ASCL4	ENSG00000187855	1.921	FALSE
ASCL5	ENSG00000232237	1.704	FALSE
ASDURF	ENSG00000286053	1.865	FALSE
ASF1A	ENSG00000111875	0.571	FALSE
ASF1B	ENSG00000105011	0.91	FALSE
ASGR1	ENSG00000141505	1.323	FALSE
ASGR2	ENSG00000161944	1.365	FALSE
ASH1L	ENSG00000116539	0.104	TRUE
ASH2L	ENSG00000129691	0.529	FALSE
ASIC1	ENSG00000110881	0.468	FALSE
ASIC2	ENSG00000108684	0.591	FALSE
ASIC3	ENSG00000213199	1.018	FALSE
ASIC4	ENSG00000072182	0.69	FALSE
ASIC5	ENSG00000256394	1.286	FALSE
ASIP	ENSG00000101440	1.794	FALSE
ASL	ENSG00000126522	0.937	FALSE
ASNS	ENSG00000070669	0.745	FALSE
ASNSD1	ENSG00000138381	0.939	FALSE
ASPA	ENSG00000108381	1.098	FALSE
ASPDH	ENSG00000204653	1.216	FALSE
ASPG	ENSG00000166183	1.226	FALSE
ASPH	ENSG00000198363	1.011	FALSE
ASPHD1	ENSG00000174939	1.102	FALSE
ASPHD2	ENSG00000128203	0.547	FALSE
ASPM	ENSG00000066279	0.766	FALSE
ASPN	ENSG00000106819	1.526	FALSE
ASPRV1	ENSG00000244617	1.252	FALSE
ASPSCR1	ENSG00000169696	1.051	FALSE
ASRGL1	ENSG00000162174	1.121	FALSE
ASS1	ENSG00000130707	1.14	FALSE
ASTE1	ENSG00000034533	1.291	FALSE
ASTL	ENSG00000188886	1.024	FALSE
ASTN1	ENSG00000152092	0.392	TRUE
ASTN2	ENSG00000148219	0.473	FALSE
ASXL1	ENSG00000171456	0.918	FALSE
ASXL2	ENSG00000143970	0.239	TRUE
ASXL3	ENSG00000141431	0.229	TRUE
ASZ1	ENSG00000154438	1.304	FALSE
ATAD1	ENSG00000138138	0.505	FALSE
ATAD2	ENSG00000156802	0.449	FALSE
ATAD2B	ENSG00000119778	0.376	TRUE
ATAD3A	ENSG00000197785	0.861	FALSE
ATAD3B	ENSG00000160072	1.152	FALSE
ATAD3C	ENSG00000215915	1.15	FALSE
ATAD5	ENSG00000176208	0.417	FALSE
ATAT1	ENSG00000137343	0.975	FALSE
ATCAY	ENSG00000167654	0.725	FALSE
ATE1	ENSG00000107669	0.687	FALSE
ATF1	ENSG00000123268	0.683	FALSE
ATF2	ENSG00000115966	0.539	FALSE
ATF3	ENSG00000162772	0.879	FALSE
ATF4	ENSG00000128272	0.718	FALSE
ATF5	ENSG00000169136	1.596	FALSE
ATF6	ENSG00000118217	0.882	FALSE
ATF6B	ENSG00000213676	0.752	FALSE
ATF7	ENSG00000170653	0.391	TRUE
ATF7-NPFF	ENSG00000267281	0.545	FALSE
ATF7IP	ENSG00000171681	0.294	TRUE
ATF7IP2	ENSG00000166669	0.909	FALSE
ATG10	ENSG00000152348	1.744	FALSE
ATG101	ENSG00000123395	0.681	FALSE
ATG12	ENSG00000145782	1.671	FALSE
ATG13	ENSG00000175224	0.473	FALSE
ATG14	ENSG00000126775	0.744	FALSE
ATG16L1	ENSG00000085978	0.545	FALSE
ATG16L2	ENSG00000168010	1.176	FALSE
ATG2A	ENSG00000110046	0.614	FALSE
ATG2B	ENSG00000066739	0.586	FALSE
ATG3	ENSG00000144848	0.887	FALSE
ATG4B	ENSG00000168397	0.851	FALSE
ATG4C	ENSG00000125703	1.234	FALSE
ATG4D	ENSG00000130734	1.196	FALSE
